longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-123.04967019032064,34.55756500496568,14,3295,1551,3412,4194,3.98,194381
-115.42696927811546,35.088287546827914,25,520,2704,6256,511,7.23,416712
-114.75525895777328,34.86953743833373,30,2521,272,11510,4481,6.79,361670
-115.69423872265487,33.128372442940176,29,755,1126,10255,1431,8.43,462559
-116.22245860976223,36.85863026117608,20,5139,1150,8019,1195,12.43,640830
-117.77137051438422,39.43502199773781,21,5632,1791,6844,3565,8.97,467293
-118.81939199908425,38.24934552959108,22,1586,552,10434,4504,12.93,688760
-123.47665293048944,38.87172240150793,35,4963,1389,3998,242,8.5,457330
-120.24912974077019,33.30361377002601,37,7054,2919,14728,3584,9.65,498664
-120.60820728919637,41.49352758276357,16,7837,673,2172,805,7.4,421843
-121.74207201104632,40.43020815646287,50,5041,1936,9587,1734,12.61,680722
-117.08686205856661,40.11589989704419,49,4067,2262,5724,2575,13.97,690277
-119.37140761980913,40.28427760544304,43,3993,1100,13577,877,10.13,535758
-123.53629599228721,41.31680588152929,17,7573,1143,1038,939,12.58,639630
-122.13936065242389,37.6614298211299,16,2713,2035,8276,4798,2.3,152500
-117.49008201285766,34.42465378813436,2,4003,1438,861,2505,13.73,711128
-123.58564617071738,38.343933749892415,4,2527,1379,7354,2383,4.05,227728
-115.80388258295037,39.530514855415305,21,9009,1197,13041,4996,4.96,288696
-119.37872886877969,39.48380267146138,39,2365,68,1769,160,2.22,87192
-119.52491076364045,37.44683531741034,34,3508,1330,7228,4765,14.53,735211
-118.40222584201844,33.184196548928966,30,6652,1095,3962,842,13.0,701856
-116.0702031021115,36.0321727506275,6,8267,1038,2785,4733,13.83,772707
-120.85799555266198,41.2044137856402,17,7842,2547,12191,2693,12.94,691855
-117.542717828307,38.03966424081738,39,6604,2649,6734,3464,7.97,417792
-118.67005108148226,37.60570358603626,25,1192,1623,2031,1359,13.98,715674
-121.669036167499,35.069911570336444,5,5624,1121,7408,346,14.59,774417
-115.52855493699421,36.00710433641501,5,9769,2792,4039,1679,8.28,465500
-116.34384274306645,40.965206698931325,20,4581,2684,1226,618,3.87,217829
-117.7391435800294,38.81141727722753,16,3374,2818,11589,4977,10.39,540642
-115.81015943989381,39.94931192173945,51,4982,1256,6121,4755,14.67,759281
-115.64236622236359,36.81539043106663,41,9697,1508,12962,4161,13.27,717940
-117.23803571378104,38.47062633508245,37,5760,2204,6537,121,13.13,721851
-115.94638618322874,34.877289758273584,40,7660,1261,7139,4415,14.11,703133
-117.34738652484039,39.178386412967605,9,3278,825,13717,4432,13.57,690120
-117.52138665152658,36.563728550148404,5,3183,1909,5473,115,11.98,596267
-118.13914176271955,36.70435329440676,42,7459,1916,1303,929,11.2,620911
-116.79272493884129,38.65012307426846,2,6254,1210,4235,117,5.07,281952
-122.75760474285754,41.3504006480226,9,2723,1931,12064,1266,9.89,519309
-115.50605757764276,33.14229972158712,43,9877,2995,8811,3077,8.54,504931
-115.59669098143787,40.300833863435344,36,4781,2433,14027,3289,13.14,659284
-124.05635727833302,35.291325068978736,22,5809,2704,8004,3530,8.14,425494
-116.05879982432978,36.717282066905014,22,2201,2935,14981,557,3.22,198486
-123.05614653056661,32.74620442377283,22,1587,1830,2383,3764,1.57,64013
-120.98540670323821,35.372843592420885,34,6752,651,4658,2934,10.65,556384
-116.88517710683226,37.26975999314953,29,1230,1644,5447,1175,8.92,420142
-122.73597064367497,33.0686168878394,38,1420,2500,7967,935,5.97,332867
-116.13761107784461,37.161210813495586,46,6235,589,6044,2891,3.78,208550
-115.99537285330427,41.2641110175578,33,9655,1145,8774,3927,7.8,445298
-119.2550239530412,33.53175018239445,18,6723,1855,2577,4920,2.85,189634
-124.28588584796299,39.7333872511905,7,8274,73,3193,2575,6.04,327305
-121.46813714292387,36.39500461226809,1,9263,673,8634,975,6.62,339234
-118.15605373950754,38.705184653674024,33,1034,1885,7307,4265,7.79,390280
-114.49889077260467,34.98882638704101,1,9310,1129,13584,1988,7.8,431833
-118.00659218875265,34.040822190514184,24,1924,1035,9754,3864,4.97,256909
-121.74157204611583,34.049953200292244,4,6798,272,9494,3412,12.98,681890
-117.9845827408799,33.20332920850199,4,2613,228,9913,4633,6.3,318089
-118.9285467876528,34.286935493120694,18,9705,2897,14568,3282,4.6,267774
-116.52035223268251,38.790304412746195,27,6193,2531,10690,3794,3.87,230419
-123.27591438617733,40.83670865744742,43,4698,2010,11888,3515,5.85,299512
-116.70927985887964,40.200922701412836,32,2305,1523,14941,490,2.41,130118
-118.91568355009186,38.9871138559189,33,2768,842,6327,3661,1.94,99580
-114.6815602812557,33.57916383469848,28,9530,933,13380,511,9.67,537062
-120.91760345297159,35.26125386964489,42,409,2589,3635,661,9.86,517216
-117.99847619293516,35.45528269678444,41,9456,1262,11169,3521,8.65,502767
-114.99243782067943,34.892094865601614,36,5111,1651,7104,3213,11.79,640840
-123.32080233097358,37.386203257868495,6,2420,859,10682,55,2.03,106918
-114.94022598814604,37.57956139801772,16,433,1010,11643,4826,14.14,704164
-117.44362734809984,35.89829702636015,34,992,469,3013,4020,2.78,118580
-123.66891592658406,35.86915598370987,23,3310,2746,9481,2908,10.6,539699
-121.32832578785396,40.33670817629623,50,2366,1237,2440,2656,3.3,170693
-117.23995223000138,39.967245702688246,42,8726,1328,11872,148,13.38,700287
-123.67379996125352,35.43635877611582,24,9751,2573,9895,575,8.39,455819
-118.50500857983022,41.138749256847376,49,5393,1490,11589,1230,2.61,123511
-120.87733410819231,41.50598930999358,13,1414,2267,5389,1739,9.83,471731
-118.11600820161453,35.614647320502684,18,4619,1390,697,1188,1.62,104985
-123.89074998052237,35.87513876814265,13,7514,2271,8936,4541,11.98,638211
-115.59977046623014,37.29801738370063,49,8675,2567,12835,4915,10.28,567036
-114.57617074945894,41.39594684594187,37,412,2442,7245,3121,4.37,215382
-114.62246633293167,40.78616586586915,43,1858,2542,3002,2977,6.56,337523
-116.82349560930103,33.50516452791158,39,5224,1091,6745,2842,1.61,131630
-123.04393414908846,36.23559629418403,42,9809,1143,9055,4828,10.86,590986
-116.73703751287262,37.747222895545356,17,6117,1411,7794,64,5.86,310943
-124.10314735875363,37.27447656670999,15,5341,2725,4930,2465,9.22,463886
-124.12787954264886,34.36425146928616,18,1994,641,7646,2735,14.42,746919
-121.1009533997386,40.621465816692336,23,6188,576,7468,2950,5.54,273873
-119.44402236833716,38.91001276800024,51,8496,2553,9934,1286,14.87,769211
-116.61510952520976,40.42471780735548,30,5778,1342,10589,4150,10.04,539261
-117.48971441887069,40.62097186867854,34,5751,1704,12988,3270,4.77,229123
-119.87313682797745,39.58202858299461,4,4045,860,10464,1657,7.4,377937
-121.60278827053207,36.67297175775984,3,7106,237,2260,3613,11.5,613113
-114.33887001841659,38.285244964695146,7,578,1642,13368,3347,7.53,371723
-120.07113972555084,34.04903847158678,18,3493,2808,5978,2683,2.42,118811
-119.81807427573005,38.87900337843888,42,3529,578,7763,3940,3.78,194776
-122.70721683523564,34.22677313650663,7,5008,483,3849,4314,12.18,650379
-116.37011213055071,39.07006564670058,40,8137,2385,14585,2858,10.25,589812
-117.38543045315386,34.70051869269484,6,424,1991,3022,841,9.19,464409
-122.13347308760085,33.64615773441357,22,937,2596,6586,1049,3.76,152919
-123.52289430201694,34.09532705224523,1,435,1854,8212,201,12.81,654037
-117.51778700716989,32.55874599241145,4,911,352,8871,3113,14.47,720127
-117.77870740861741,39.30333980400172,46,6188,136,3904,4649,2.05,111531
-121.60647434893798,39.431893871639346,49,2088,2927,4978,2141,2.55,121934
-114.80332983500588,37.385522822683775,50,7373,487,2468,4649,13.44,693709
-122.83337876651976,34.05842395793116,43,1459,2638,8193,4132,12.51,604578
-120.00935859753227,33.32624631597559,29,5446,1095,4032,4076,9.84,517968
-114.87609616151731,32.72000357417487,21,7471,882,12919,3027,14.26,786917
-120.13593773806173,34.09969034524273,26,948,846,11652,892,10.23,494256
-117.93919948545258,40.92295058419141,14,3751,609,5708,4496,4.42,275701
-120.35815224445355,34.81286168041282,9,6600,811,6735,3843,11.34,604162
-121.59687936841935,35.873693189114,47,6843,1748,12999,2120,10.22,543357
-114.47086441448333,33.53130100896934,12,8901,2564,6495,1709,14.81,778565
-120.24028657659697,34.632419877680285,42,2023,1174,6201,647,4.39,213492
-115.37324399506149,37.42590321104173,51,7052,2772,9392,2563,9.57,519597
-122.04125575685349,38.258952747930095,51,7977,734,9962,4185,12.03,651824
-122.21042877158816,34.84876527630404,6,4432,1214,13803,4320,6.08,277657
-124.0374138078395,33.083259618308354,20,6719,187,5631,3653,6.63,415955
-117.80726507322612,36.21961929848882,24,1977,627,10512,1266,13.49,648165
-120.64999550901344,34.7438537204168,27,1422,759,5070,2341,6.96,344663
-115.67184317161005,34.606002417592435,38,7830,277,6444,4981,9.93,484484
-119.59897253681676,41.572308973533616,8,1977,2378,8508,3861,13.5,679526
-114.62933798373619,38.339387572561066,1,9696,2781,475,981,4.33,255750
-122.48732382234066,37.780226150249426,49,7690,877,7987,2188,14.76,766216
-115.62902339372567,36.45244372415446,49,5059,480,1709,4052,10.98,580381
-116.55296759797092,36.57636617757766,24,9093,1113,12398,3028,8.2,450588
-116.60994467977372,37.62991608611634,47,8318,1759,12131,3942,7.32,418358
-115.86837638970644,39.09340448420977,7,3189,1736,3039,4645,14.38,710198
-116.70931913093229,39.14719476507102,19,8543,1284,4162,2968,4.28,258262
-118.0627479708206,34.15563967150828,22,1525,351,1713,2614,5.71,280491
-123.03230142806882,37.24606099704106,35,9693,1159,6678,1813,5.66,324058
-124.02343715790782,36.4165256742709,30,5327,1470,7951,2220,5.4,302041
-115.1046876079305,40.73165875259491,29,9198,582,3779,385,7.83,427403
-118.15883084221178,38.48165204866493,22,2922,818,13205,1226,14.85,755006
-116.35276559859919,37.55086326497439,11,4856,1988,7640,3071,13.5,676195
-119.51551559081399,33.62586358290361,20,1525,1454,9588,828,5.93,326035
-123.17222578281755,38.2390525385333,29,4333,493,7174,1235,7.21,396733
-123.09313464628639,33.64288875245099,51,9551,309,4096,3335,10.54,576754
-117.46692451622113,35.71311387607373,41,3069,1588,4886,3497,1.73,96991
-120.0297288152094,33.884142888902865,42,1442,1381,5795,4041,12.57,633622
-122.33673174392861,39.052413018499315,34,8739,2836,13920,2520,13.38,734175
-119.41439075071597,34.4808323911982,1,2031,2893,9447,988,13.07,676807
-123.70534227176564,36.22739670169933,31,1769,119,7098,4949,6.56,358661
-118.50700712477943,40.968299657392706,30,7446,1527,14335,4056,7.74,417392
-121.64930621947161,34.46261716778431,48,2118,1512,13171,1985,1.67,103757
-116.34250662960264,37.318445651852116,18,6616,1898,2466,683,6.89,401353
-121.23396593240732,36.485346331572266,17,3432,530,11183,1303,7.72,384637
-119.77958970321872,32.710547226240315,38,3958,1217,10264,1132,13.74,687009
-124.23332977932266,39.99985384872017,14,6197,2121,14264,2193,13.57,714989
-123.62263324654262,33.18972197842038,23,2555,2843,6864,1335,14.54,715076
-120.40936469367688,37.002739747393136,25,9789,2942,9076,403,13.45,685128
-119.53141409944008,37.81598275537552,15,2024,1248,12784,1935,1.61,114112
-118.32579369688219,38.45349295674327,46,7480,2422,9373,1868,10.16,572377
-121.42170770975859,39.02002363178711,22,4260,1942,13891,2570,2.42,118699
-117.37238186328952,34.92329312894875,3,5524,1744,10325,4058,5.18,257980
-115.71437113222039,32.63390028835601,19,604,1933,1714,3072,9.31,455456
-116.52029607151077,39.347604862759724,44,1921,1421,4655,2634,10.96,582661
-123.95222699350249,37.58052859986071,34,5516,847,14496,1597,10.34,536365
-119.5257102495314,40.40786758718021,35,4045,67,2516,4068,2.16,130118
-123.29650100868152,40.26926449489554,50,4410,93,7388,4254,2.9,173548
-121.91986804074023,40.47569923888398,1,264,204,6962,1418,3.24,166796
-114.44390756359785,37.10474075040747,21,9691,916,12933,3387,2.73,214836
-122.9193447492688,35.679443204824906,29,6582,792,3753,1807,3.91,214012
-119.34116293934838,39.988562686384796,6,9807,1901,6739,1567,10.79,586490
-118.14371642744608,36.78667760360529,37,1168,1475,596,4967,12.72,646488
-117.2972516957372,34.26619106815632,1,568,274,604,3534,7.02,352860
-118.73112721779138,40.585305524073476,51,8624,266,7799,3735,10.85,561237
-124.25190069191139,40.84488844042779,1,2442,80,11678,3102,4.2,192759
-121.07232846523031,36.927974805279,27,5202,1942,13480,2746,14.64,728140
-119.1521751004175,33.2523344339851,21,3283,1132,10500,240,6.22,341940
-123.46782034858587,36.18944350611832,16,8273,1965,5833,982,12.92,670956
-120.82970561065983,40.101289375543104,44,9312,947,8155,4287,14.26,768945
-124.01664078773467,41.02569360862002,40,9080,494,13105,3288,13.17,705634
-123.56107188856359,34.454678506902376,26,1669,1308,3316,2265,2.41,109347
-120.36489030693598,33.170221689157806,16,4925,1180,5788,615,10.28,519627
-123.01753382940767,40.79586776398001,28,4459,1264,11958,1184,3.12,180975
-118.65188988345396,36.204300475791214,1,3822,2065,9700,793,1.58,99663
-117.42777170986186,37.63797067375777,36,1023,2627,4464,722,2.2,124955
-116.3121095409448,41.649499291397646,10,3631,1986,12369,2961,13.87,702504
-122.34049154778211,33.166374089672836,43,6728,787,6142,580,13.76,704705
-122.66847487411894,38.64067245012422,17,4351,1752,1577,3071,4.55,251452
-123.30013888304262,33.2373320264295,23,4413,923,13929,611,8.89,494963
-117.9602402945819,36.073162616869766,7,7620,615,5060,351,14.39,720066
-117.25698370607151,40.10389487027034,44,9189,2068,2497,3817,8.21,440463
-124.03287510595055,36.61897371023052,7,979,1935,8401,4330,6.81,357203
-114.95042904771336,41.92348595022676,44,3092,2173,11846,559,8.02,420789
-123.82820831213921,37.800747871347525,15,5734,596,14842,3495,12.17,649270
-118.91538479357725,35.56213585630432,34,3506,2364,8941,2253,7.94,405936
-117.2310323847128,34.61124757676373,46,3102,366,6294,2884,12.07,586771
-115.6054699975893,35.83839822763278,45,3918,1909,7670,844,7.33,419519
-117.18056720139043,36.04553810607737,4,221,74,7830,2529,4.9,267781
-116.3006500459793,33.18659570738247,14,1700,209,1599,1573,5.91,303516
-120.94192006687022,36.017693216605934,14,9234,2693,13498,4906,2.55,156836
-116.16915585798502,36.90848447074611,16,3841,1187,7335,2244,8.21,419893
-123.54564694229785,39.34096224856715,7,5412,949,695,2578,3.5,206641
-115.3660407731523,38.71982445123033,32,391,2599,1078,484,12.46,619922
-118.85217254341649,39.20948481570635,19,8787,1239,830,2088,7.18,402645
-116.14433038957657,32.618702246461226,2,7374,752,156,1756,11.83,660572
-119.80872442343626,34.58825023005284,10,5314,50,2343,118,14.39,764543
-117.88847994022689,38.76644915384265,50,4862,1972,5979,1954,12.97,649394
-119.06491728420143,37.094339954571424,17,4526,2838,1801,4009,14.34,741168
-117.00484120157647,32.58999980603913,37,9265,2417,7329,3001,9.17,494417
-123.53043498041288,40.11029458528345,12,4535,1474,1386,4699,3.73,215133
-123.74406507673473,39.812138084662074,6,8481,431,8403,2763,14.13,747638
-121.86908353053812,37.700624323769425,22,8848,1791,13098,3419,13.22,764593
-122.74817141166359,33.16541989555472,32,9396,1876,9493,4645,13.17,714065
-115.59729299141429,39.752906616101626,41,5694,1323,1047,3777,10.86,568786
-122.14909156692524,38.032744860552135,20,8736,1598,4221,2454,9.94,577540
-114.55231283157592,39.8982433850564,1,2911,1628,6653,3375,1.7,103665
-120.96756625061809,39.61393919844486,47,7795,947,857,3596,11.6,588600
-122.52153612648546,40.09624949712325,6,6473,766,14966,2353,2.74,166876
-116.42142698828951,37.41445590486752,19,6484,2404,14188,3731,5.01,295194
-117.7365739339712,33.86045371620098,18,9508,440,11680,3271,8.95,504730
-119.34811500681049,38.85559182450287,6,9017,1749,5751,4424,7.6,445188
-118.77414994858619,38.378658317339045,45,4194,2395,7373,1132,1.71,109544
-117.12921414614647,39.52460249154341,33,1878,282,10133,495,12.62,642052
-122.05631439703376,34.13858026693742,23,8614,1976,3635,4981,13.36,683020
-114.34680748279031,34.37471663106172,23,943,2368,2393,4900,10.71,570783
-114.5630766520463,40.91875355703388,26,662,1369,1204,1642,8.8,437197
-117.82073010907675,39.59729108343399,13,1768,2774,8953,2825,14.47,712749
-122.34659379267138,41.08643007867004,7,1936,755,1008,3866,3.12,218238
-117.52050844598983,39.679511172152495,15,8103,283,6639,3103,11.46,647116
-123.62512797384908,38.159231429368745,44,7202,1441,4717,1640,3.23,188555
-124.04224887785371,38.695389055432294,27,9056,2942,10148,2281,6.65,340166
-121.76286379934741,40.906693764275495,26,1556,1305,14147,1611,9.4,463410
-119.70526551433726,37.98657155995736,33,1214,1946,7169,4322,11.45,610152
-115.63254404569986,38.49080236193013,15,1254,2588,2411,3696,1.55,87304
-117.04922253954626,34.01244589759388,36,1964,2600,889,4992,5.02,233831
-116.8932265271522,36.999598681292525,45,6209,939,13685,3288,8.77,485224
-120.07804692214133,39.281296823525715,27,4658,641,14117,1650,8.69,453592
-120.87681267482849,35.089570791157,5,9804,795,271,2106,10.11,541545
-120.62477081963459,34.44321183873588,2,867,1769,12652,4381,5.6,272878
-114.43399838008997,35.49311026539175,33,3570,477,10278,759,8.8,483977
-123.94730371821868,34.81252090941256,16,6176,2794,8089,3021,4.06,244812
-115.64500377893062,34.56232791451249,23,1594,2743,13437,2782,4.02,179248
-118.54009889793316,36.5378464313887,38,8490,781,13880,843,9.28,513793
-119.94630119133652,41.08276041564406,16,4270,849,1985,3149,10.75,561002
-117.06841308943203,37.31143127581134,14,7182,2461,8767,2905,3.13,184001
-119.46384382809597,34.30833078347219,29,8813,251,14791,76,3.16,194711
-115.58083068966013,33.26430340887403,26,5799,2979,1149,3317,9.13,468193
-115.30695328532697,39.090829325747876,35,3850,2243,4229,134,5.15,263499
-120.1159218941905,36.14213637334641,15,9524,885,10603,3151,6.8,393414
-121.57064891576007,40.27342920736823,3,3820,2736,1261,1172,6.91,359048
-118.40280270092265,38.74599633290965,23,3390,184,915,61,3.91,223363
-115.18987201000843,40.032632049594284,29,8989,2723,3866,1798,1.52,105245
-122.23495162238311,35.099012230927606,34,591,1337,11214,3159,13.02,668104
-118.09541550102263,39.05509746035856,33,1275,2161,9045,1926,11.15,590163
-118.0091353902711,35.0248232759679,41,2850,2588,4761,2669,10.82,555114
-116.98954525495058,41.37663439162725,41,2584,90,8753,229,8.88,467332
-123.0290604413223,38.52828198922906,23,1009,962,3339,846,10.96,564237
-117.16311735459183,35.59365603964997,7,8247,1779,14042,3863,14.13,737693
-115.22331349251697,35.076106624170286,3,5701,1024,10994,2074,10.49,564272
-122.54598158694277,34.33661916552416,32,7095,1183,8372,3267,5.08,244106
-121.96506501776426,39.07657142318998,31,1359,2465,2904,936,9.2,413463
-114.59719325582194,34.598113918310496,18,7774,1509,14325,2518,7.47,405780
-122.53299139479672,38.141803732377674,43,1731,2090,8131,3437,9.01,471824
-115.77197366256942,35.030215603367616,7,5681,293,969,1569,8.49,451203
-119.40753032126173,38.7691277705103,41,7748,2999,5626,2482,13.09,708157
-121.86780001299209,40.208582845566475,1,5176,215,7841,4916,10.3,516845
-115.60767099122398,39.86121753799119,14,5895,1099,13457,966,4.05,249631
-119.87913523977323,39.699611024058655,32,8645,1547,4794,2120,2.35,193301
-119.18123376654592,34.30646783756409,6,3748,777,14022,4026,7.23,366311
-120.74329697122634,33.37170235112432,39,6363,1165,9098,1831,1.71,132734
-118.39677345159333,39.1171084760663,10,6871,532,2034,388,5.8,324811
-122.70822031924637,36.00614728180484,7,5464,2640,5272,1566,6.47,359656
-120.42354137201632,36.6083779904555,26,1431,2497,803,2920,6.57,368191
-114.61710028375371,32.83311296318581,34,2623,1280,2623,3632,14.72,755661
-121.75834033568067,34.98261438767821,30,8271,2716,2739,964,5.6,336643
-117.75636388800542,32.8568949604587,36,4461,2976,6259,3340,5.08,251044
-121.08509175518407,40.81313812017774,21,9965,2198,12874,4620,3.25,226997
-116.58432981810653,34.83036278908637,17,3108,929,4009,1496,8.4,467740
-123.03602844638776,37.784542765682005,33,4912,879,13093,1429,3.57,184589
-114.61299670741141,32.906795407421235,10,6955,2074,13913,1533,9.82,519314
-119.79395300450825,38.81503395218624,51,4083,808,1264,2124,3.59,213637
-121.9800533480015,35.579687323546025,47,3715,212,719,850,9.29,492030
-123.61209265680667,40.98941954927164,42,3603,1246,8082,1296,12.65,623320
-122.64563063292108,40.89719215786928,51,4798,2599,3166,2787,2.07,130788
-119.13146955649758,35.60098471878405,12,5208,2644,4972,3545,7.17,377886
-120.96648810862989,41.018042028447304,16,6422,1357,8738,4884,7.72,398736
-116.0280110065386,41.91384370762351,41,4209,2478,2437,3307,12.18,657179
-120.02388926243546,40.307161399406354,32,2935,2967,8500,3927,7.82,405784
-121.8529087032202,40.49023938237671,15,4691,2045,5694,1031,9.16,501115
-118.15386433449554,34.88317220678653,27,8793,1984,2560,2526,12.18,629496
-117.25395674247012,37.96676957325149,28,1174,1606,6920,2138,9.06,470648
-122.67289924467445,33.17287815043293,17,423,2706,5646,3002,6.34,340348
-122.66710306846528,33.433177785491914,46,4813,356,14265,1061,2.66,152222
-123.98181887358723,41.93957947923327,50,6977,1412,3542,3514,11.35,592441
-116.95652376874096,35.613675337097824,2,8627,2152,2811,2800,13.26,680049
-117.68540254267708,39.580410612379644,36,4411,382,10629,2176,14.6,734693
-119.58470600747187,40.130718148982346,50,425,2224,1391,4862,14.01,693572
-115.87452869234926,40.61399898017803,7,8383,2802,10490,3911,12.27,635896
-116.26107166438146,41.92768227855429,13,4477,292,14130,2641,10.19,516526
-118.4730421814566,34.812481926267125,15,1541,1934,5474,1523,12.05,613366
-115.63255634364688,32.91970128074978,25,4236,2697,9692,2571,7.33,393235
-122.28335425123085,36.40931218432905,23,8601,1482,14064,1215,9.53,541321
-123.2263270212468,33.76405910309039,22,3927,2600,13242,3372,6.21,314899
-121.64171390036942,32.75102761701494,26,4128,2701,13769,659,5.91,316603
-123.77684796486328,35.93161644340138,33,3003,352,2755,2233,11.72,592661
-119.01705793886964,39.914976942617976,11,9501,284,12304,2581,7.63,419237
-114.94647884935858,37.86776030442792,10,6758,2236,6613,2911,4.36,245467
-123.95499085168815,35.48324087846943,25,593,244,7494,4700,4.23,210541
-123.12401646333933,38.6973582716865,37,7039,1600,804,1705,13.1,695202
-119.80992175603431,34.723291076705905,48,9235,1842,925,1805,10.65,572067
-114.97389482401984,32.67532940753832,43,9916,696,9296,95,8.87,517626
-121.17579270603342,39.732565366366785,38,8995,2098,11752,1309,6.91,356386
-119.25736252076854,38.40942242857032,41,781,610,476,4688,7.32,390984
-123.93260849513406,39.713267696554034,45,332,1169,1072,3282,2.28,108289
-122.86063426234062,32.906406737030935,24,3038,762,4313,1501,7.64,393413
-114.44423356549318,40.41729569788644,40,3585,462,11368,2168,12.24,629732
-114.6602082877821,38.369741542341615,46,3970,587,543,2617,6.74,370962
-124.30040259141852,37.84155025020594,33,2468,1928,7619,2042,6.68,328734
-114.79380967435068,38.41761819275774,17,1175,2526,854,3173,1.71,78237
-117.93323582433237,40.67431685303131,24,7805,284,11896,2390,7.68,433036
-115.63610032301898,38.06307252671932,37,7413,2446,4835,4957,1.84,95101
-119.78441184943605,38.00674307474777,2,9935,1829,10463,1538,9.2,508991
-119.17341587306433,41.86229086798886,32,3035,1943,10997,1623,8.34,416220
-119.44198033422052,39.66083087211523,24,2938,1554,5496,2477,12.84,636525
-117.65468285423711,36.70198470929518,9,9749,1912,3565,1816,9.35,483475
-122.94790140224661,39.19660577030985,4,4334,2493,2811,3599,5.87,330616
-124.04906515767831,36.20265873861973,17,9708,1424,2507,2359,8.47,475216
-121.25838338642444,34.69371810196972,17,7033,465,8914,4725,10.95,569219
-117.27500514212407,38.15637616151382,50,8553,1959,5688,2454,2.77,177973
-122.32339134068559,41.27419354325229,48,2109,965,6204,1492,9.88,482687
-117.58873836941783,41.28320288334551,30,9519,130,5847,4843,13.87,730371
-114.61208305708301,35.75732866697266,40,2163,2133,1823,2026,5.54,283848
-123.40723681347423,37.50544495714615,11,5353,1140,7324,4023,9.96,526044
-117.59707473301974,34.5314938055424,21,1166,2738,11614,2540,12.59,643171
-119.89474779818211,41.9088887403845,21,1089,2979,2019,775,8.41,389827
-115.63385176604984,41.772319513037274,18,3261,1740,1018,3853,11.19,583708
-122.57141611394825,38.65187902854708,29,6661,806,13561,4431,5.7,283795
-117.39603543964931,40.10953630156503,24,6366,2720,14887,3877,5.63,321960
-115.93532249193298,39.26909251767962,10,7167,517,13573,4715,10.51,557068
-114.86607323648082,38.1216188411614,45,8301,1215,4315,3669,11.02,614334
-117.49018979597196,33.04200465166553,17,7579,2453,681,2937,14.15,731905
-119.35836536935538,36.819332463420544,18,9833,2806,14335,547,4.54,291781
-118.14681370837981,38.889739103395335,42,7480,1544,14534,4026,7.82,405052
-115.62619395583367,38.91557248664547,48,1267,1694,13578,754,4.88,252452
-118.62107814374615,36.05108383935463,20,4423,1069,3981,4707,2.58,110354
-124.04491392064375,41.40132159445207,37,9218,1664,9978,4177,6.94,410751
-115.00327509710995,34.11482967334811,45,4807,951,4009,3731,6.55,386072
-117.42715141964312,37.24838238888843,18,4185,722,2099,4188,5.15,264460
-117.55780560679645,39.04121821934324,17,3379,488,14949,1966,5.51,294847
-122.18462146992691,39.10004793344193,9,4738,2628,11003,1424,6.37,351066
-117.73478987886412,38.64369258319456,14,2562,176,500,1895,14.85,724304
-120.39560136723225,35.13046208858201,49,2424,2302,14800,4704,12.07,600637
-117.81162091050342,34.00990381134111,29,6571,2126,3748,1486,2.46,139634
-123.27980597570777,38.52419847543935,31,1926,494,5545,3140,13.28,721771
-117.74523314178552,38.17943291287211,4,5991,1015,2728,1420,10.05,553371
-114.31588619326251,34.22774005682176,18,8273,513,1756,1978,13.52,713023
-123.86595112984001,39.175359359819005,20,8658,2248,720,1686,6.11,364370
-114.53917119041797,36.823168442213706,47,7213,2337,346,141,7.77,428789
-120.26464407434237,38.82362716698567,43,1037,2363,14869,1893,13.6,697045
-115.60763535861392,40.41962422063712,44,4784,962,5312,234,5.18,261849
-116.49484974005493,34.13714451290885,9,886,546,3439,4873,13.86,724897
-118.65715673969386,32.72015320785023,13,556,1513,6858,1621,12.68,621425
-116.93596993911669,39.871355337984355,15,9263,1821,7186,881,14.74,768995
-115.52970376453447,38.27725277068612,27,4847,2782,3110,4490,5.88,330039
-120.29243117062363,39.12360835014417,15,4618,207,4819,2175,4.68,264005
-121.06658705790508,40.42703831464313,28,6842,221,2468,4312,5.97,333173
-117.6473624089416,40.094450896698554,37,3591,543,12286,313,14.39,754247
-116.23922674290976,41.58225858260025,19,4557,1019,1939,1336,6.0,299563
-116.69665724684278,37.583149091998436,26,5079,1384,3003,1579,9.13,518782
-116.33995096545931,37.13674390332971,26,5519,1476,6305,1858,6.95,365081
-119.97674351927814,36.32175855097177,25,2939,1742,4495,1927,6.85,355426
-116.13894446960279,33.986232713163965,26,9710,1843,12790,1799,4.11,291246
-123.14310108407909,37.92823406141983,26,9927,2773,5867,1959,8.75,472946
-118.88332945647306,35.14668785390746,46,4984,708,3791,2673,12.97,693880
-124.29218304859886,41.209503689924105,28,1077,715,7570,1247,2.17,109598
-121.09115826780128,38.02782546824749,49,3070,416,3941,2528,13.5,673513
-120.67072618989116,38.118626098581316,18,492,599,4448,4913,10.48,518785
-120.37242617624307,35.87984105885266,32,8928,692,14145,2560,9.83,547465
-117.36750924483378,33.02921980211023,3,2886,1943,6721,150,9.95,532215
-120.44887666324573,32.838708832159824,2,433,304,1492,3137,5.5,281677
-119.8451160288698,36.52358370648159,33,2574,257,12042,1969,7.1,335911
-121.96505692602175,33.33576020789501,42,2472,2547,6160,2341,12.29,639570
-120.60255201204143,38.25042985163271,19,1166,144,4355,3370,5.64,284987
